genbank_accession,file,path,IG_TR_gene_Coverage,IG_TR_gene_Percent_id,IG_TR_gene_Problematic,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_Coverage,IG_TR_pseudogene_Percent_id,IG_TR_pseudogene_Problematic,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_Coverage,TEC_Percent_id,TEC_Problematic,TEC_mapped,TEC_percentage,TEC_total,artifact_Coverage,artifact_Percent_id,artifact_Problematic,artifact_mapped,artifact_percentage,artifact_total,lncRNA_Coverage,lncRNA_Percent_id,lncRNA_Problematic,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_Coverage,miRNA_Percent_id,miRNA_Problematic,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_Coverage,misc_RNA_Percent_id,misc_RNA_Problematic,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,non_stop_decay_Coverage,non_stop_decay_Percent_id,non_stop_decay_Problematic,non_stop_decay_mapped,non_stop_decay_percentage,non_stop_decay_total,nonsense_mediated_decay_Coverage,nonsense_mediated_decay_Percent_id,nonsense_mediated_decay_Problematic,nonsense_mediated_decay_mapped,nonsense_mediated_decay_percentage,nonsense_mediated_decay_total,processed_pseudogene_Coverage,processed_pseudogene_Percent_id,processed_pseudogene_Problematic,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,processed_transcript_Coverage,processed_transcript_Percent_id,processed_transcript_Problematic,processed_transcript_mapped,processed_transcript_percentage,processed_transcript_total,protein_coding_CDS_not_defined_Coverage,protein_coding_CDS_not_defined_Percent_id,protein_coding_CDS_not_defined_Problematic,protein_coding_CDS_not_defined_mapped,protein_coding_CDS_not_defined_percentage,protein_coding_CDS_not_defined_total,protein_coding_Coverage,protein_coding_LoF_Coverage,protein_coding_LoF_Percent_id,protein_coding_LoF_Problematic,protein_coding_LoF_mapped,protein_coding_LoF_percentage,protein_coding_LoF_total,protein_coding_Percent_id,protein_coding_Problematic,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_Coverage,pseudogene_Percent_id,pseudogene_Problematic,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_Coverage,rRNA_Percent_id,rRNA_Problematic,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_Coverage,rRNA_pseudogene_Percent_id,rRNA_pseudogene_Problematic,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,retained_intron_Coverage,retained_intron_Percent_id,retained_intron_Problematic,retained_intron_mapped,retained_intron_percentage,retained_intron_total,ribozyme_Coverage,ribozyme_Percent_id,ribozyme_Problematic,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_Coverage,sRNA_Percent_id,sRNA_Problematic,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_Coverage,scRNA_Percent_id,scRNA_Problematic,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_Coverage,scaRNA_Percent_id,scaRNA_Problematic,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_Coverage,snRNA_Percent_id,snRNA_Problematic,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_Coverage,snoRNA_Percent_id,snoRNA_Problematic,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_Coverage,unitary_pseudogene_Percent_id,unitary_pseudogene_Problematic,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_Coverage,unprocessed_pseudogene_Percent_id,unprocessed_pseudogene_Problematic,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_Coverage,vault_RNA_Percent_id,vault_RNA_Problematic,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_46000095.1,GCA_046000095.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_046000095.1/GCA_046000095.1_mapping_stats.mapping_stats.txt,99.96,99.77,3,416,99.05,420,99.97,99.81,0,232,97.89,237,99.93,99.88,2,1087,99.63,1091,100,99.96,0,7,36.84,19,99.75,99.77,966,181269,98.63,183790,99.98,99.91,1,1750,99.38,1761,99.94,99.88,2,2104,99.39,2117,100,99.93,0,104,100,104,99.99,99.94,11,20512,99.81,20552,99.94,99.87,10,9889,99.54,9935,100,99.96,0,5,100,5,99.98,99.94,7,25522,99.89,25550,99.97,99.96,99.76,1,73,100,73,99.94,52,85783,99.83,85925,100,99.71,0,4,100,4,100,98.81,1,51,100,99.82,99.87,1,476,99.79,477,51,99.98,99.93,10,33134,99.88,33175,100,99.87,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.94,0,48,100,48,99.93,99.89,2,1808,99.01,1826,99.94,99.82,2,893,99.67,896,99.9,99.89,1,250,100,250,99.46,99.58,35,3337,97.66,3417,100,99.72,0,4,100,4
GCA_46000115.1,GCA_046000115.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_046000115.1/GCA_046000115.1_mapping_stats.mapping_stats.txt,99.43,99.6,3,323,76.9,420,99.98,99.84,0,153,64.56,237,99.96,99.88,0,1088,99.73,1091,99.95,99.94,0,7,36.84,19,99.89,99.86,476,180943,98.45,183790,99.99,99.91,1,1744,99.03,1761,99.98,99.9,1,2102,99.29,2117,100,99.94,0,104,100,104,99.95,99.94,21,20519,99.84,20552,99.95,99.87,13,9875,99.4,9935,100,99.78,0,5,100,5,99.97,99.94,18,25515,99.86,25550,99.96,99.91,99.86,0,73,100,73,99.93,79,85749,99.8,85925,100,99.87,0,4,100,4,100,98.77,1,49,96.08,99.99,99.9,0,476,99.79,477,51,99.95,99.93,29,33120,99.83,33175,100,99.79,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.94,0,48,100,48,99.93,99.91,2,1810,99.12,1826,99.94,99.81,2,896,100,896,99.9,99.89,1,250,100,250,99.71,99.74,26,3342,97.81,3417,100,100,0,3,75,4
GCA_46000005.1,GCA_046000005.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_046000005.1/GCA_046000005.1_mapping_stats.mapping_stats.txt,99.97,99.73,3,384,91.43,420,99.94,99.78,0,223,94.09,237,99.89,99.85,3,1077,98.72,1091,100,99.93,0,7,36.84,19,99.77,99.83,943,181120,98.55,183790,99.98,99.91,1,1749,99.32,1761,99.92,99.87,3,2102,99.29,2117,99.98,99.93,0,104,100,104,99.98,99.94,10,20459,99.55,20552,99.97,99.87,3,9848,99.12,9935,100,99.83,0,5,100,5,99.98,99.93,6,25476,99.71,25550,99.97,99.97,99.74,0,72,98.63,73,99.93,47,85496,99.5,85925,100,99.9,0,4,100,4,99.97,99.79,0,50,98.04,99.97,99.86,1,476,99.79,477,51,99.98,99.93,8,32974,99.39,33175,100,99.92,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.94,0,48,100,48,99.94,99.87,1,1809,99.07,1826,99.97,99.87,1,893,99.67,896,99.97,99.88,0,245,98,250,99.63,99.66,23,3306,96.75,3417,100,99.72,0,4,100,4
GCA_46000145.1,GCA_046000145.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_046000145.1/GCA_046000145.1_mapping_stats.mapping_stats.txt,99.99,99.78,3,414,98.57,420,99.99,99.81,0,232,97.89,237,99.9,99.88,1,1091,100,1091,100,99.9,0,7,36.84,19,99.89,99.86,458,181647,98.83,183790,99.98,99.92,2,1754,99.6,1761,99.98,99.91,0,2102,99.29,2117,100,99.93,0,104,100,104,99.98,99.94,14,20511,99.8,20552,99.96,99.88,9,9886,99.51,9935,100,99.86,0,5,100,5,99.98,99.94,12,25517,99.87,25550,99.97,99.98,99.86,0,72,98.63,73,99.94,53,85730,99.77,85925,100,99.75,0,4,100,4,100,98.75,1,50,98.04,99.82,99.91,1,476,99.79,477,51,99.98,99.94,11,33102,99.78,33175,100,99.91,0,8,100,8,100,100,0,5,100,5,99.5,100,0,1,100,1,100,99.89,0,48,100,48,99.93,99.9,2,1811,99.18,1826,99.94,99.82,2,895,99.89,896,99.9,99.86,1,250,100,250,99.71,99.72,20,3324,97.28,3417,100,99.72,0,4,100,4
GCA_18852595.2,GCA_018852595.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018852595.2/GCA_018852595.2_mapping_stats.mapping_stats.txt,99.98,99.77,2,368,87.62,420,99.94,99.77,0,229,96.62,237,99.93,99.87,1,1086,99.54,1091,100,99.97,0,7,36.84,19,99.84,99.85,775,181599,98.81,183790,99.98,99.91,1,1750,99.38,1761,99.96,99.89,1,2097,99.06,2117,99.98,99.94,0,104,100,104,99.97,99.94,13,20512,99.81,20552,99.96,99.87,6,9875,99.4,9935,99.98,99.82,0,5,100,5,99.98,99.93,6,25503,99.82,25550,99.95,99.96,99.79,0,70,95.89,73,99.93,82,85730,99.77,85925,100,99.85,0,4,100,4,100,98.74,1,49,96.08,99.96,99.87,0,476,99.79,477,51,99.94,99.92,26,33107,99.8,33175,100,99.68,0,8,100,8,100,100,0,5,100,5,100,99.5,0,1,100,1,100,99.97,0,47,97.92,48,99.93,99.88,2,1815,99.4,1826,99.94,99.81,2,895,99.89,896,99.9,99.87,1,250,100,250,99.69,99.71,21,3337,97.66,3417,100,100,0,4,100,4
GCA_42027545.1,GCA_042027545.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042027545.1/GCA_042027545.1_mapping_stats.mapping_stats.txt,99.99,99.82,1,379,90.24,420,99.86,99.39,2,228,96.2,237,99.95,99.88,1,1090,99.91,1091,100,99.96,0,7,36.84,19,99.71,99.75,1055,181641,98.83,183790,99.97,99.89,2,1748,99.26,1761,99.91,99.86,2,2103,99.34,2117,100,99.94,0,103,99.04,104,99.95,99.94,15,20504,99.77,20552,99.95,99.87,10,9864,99.29,9935,100,99.88,0,5,100,5,99.97,99.93,14,25497,99.79,25550,99.95,99.86,99.83,0,72,98.63,73,99.93,90,85671,99.7,85925,100,99.84,0,4,100,4,100,99.86,0,50,98.04,99.96,99.88,0,475,99.58,477,51,99.94,99.91,41,33104,99.79,33175,100,99.95,0,8,100,8,100,100,0,5,100,5,100,99.5,0,1,100,1,100,99.95,0,47,97.92,48,99.93,99.9,2,1814,99.34,1826,99.94,99.82,2,894,99.78,896,99.97,99.89,0,250,100,250,99.67,99.68,21,3350,98.04,3417,100,99.72,0,4,100,4
GCA_42028805.1,GCA_042028805.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042028805.1/GCA_042028805.1_mapping_stats.mapping_stats.txt,99.99,99.79,3,351,83.57,420,99.53,99.18,4,210,88.61,237,99.87,99.88,4,1088,99.73,1091,100,99.96,0,7,36.84,19,99.89,99.85,461,181842,98.94,183790,99.99,99.93,1,1753,99.55,1761,99.99,99.89,1,2106,99.48,2117,100,99.94,0,104,100,104,99.97,99.95,8,20509,99.79,20552,99.92,99.87,19,9884,99.49,9935,100,99.85,0,5,100,5,99.98,99.94,11,25518,99.87,25550,99.95,99.9,99.71,1,73,100,73,99.93,71,85763,99.81,85925,99.86,99.71,0,4,100,4,100,99.83,0,49,96.08,99.96,99.88,1,477,100,477,51,99.95,99.93,22,33124,99.85,33175,100,99.75,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.98,0,48,100,48,99.94,99.9,1,1805,98.85,1826,99.94,99.83,2,895,99.89,896,99.76,99.9,1,249,99.6,250,99.75,99.75,17,3354,98.16,3417,100,100,0,4,100,4
GCA_42028835.1,GCA_042028835.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042028835.1_mapping_stats.mapping_stats.txt,99.98,99.86,1,386,91.9,420,99.79,99.43,2,231,97.47,237,99.89,99.88,3,1089,99.82,1091,100,99.96,0,7,36.84,19,99.91,99.87,363,182055,99.06,183790,99.95,99.91,3,1749,99.32,1761,99.95,99.89,2,2105,99.43,2117,100,99.94,0,103,99.04,104,99.94,99.95,19,20516,99.82,20552,99.94,99.87,11,9886,99.51,9935,100,99.85,0,5,100,5,99.97,99.94,11,25516,99.87,25550,99.97,99.89,99.82,0,73,100,73,99.94,69,85740,99.78,85925,100,99.86,0,3,75,4,100,99.86,0,48,94.12,99.97,99.9,0,476,99.79,477,51,99.97,99.94,21,33089,99.74,33175,100,99.95,0,8,100,8,98.93,97.46,1,5,100,5,99.5,99.5,0,1,100,1,100,99.97,0,46,95.83,48,99.93,99.89,2,1809,99.07,1826,99.95,99.82,2,895,99.89,896,99.97,99.89,0,249,99.6,250,99.68,99.74,20,3338,97.69,3417,100,100,0,4,100,4
GCA_42027475.1,GCA_042027475.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042027475.1_mapping_stats.mapping_stats.txt,99.98,99.77,2,409,97.38,420,99.76,99.21,3,233,98.31,237,99.86,99.88,2,1090,99.91,1091,100,99.98,0,7,36.84,19,99.75,99.84,886,181713,98.87,183790,99.98,99.92,1,1752,99.49,1761,99.93,99.89,2,2103,99.34,2117,100,99.94,0,104,100,104,99.98,99.94,9,20517,99.83,20552,99.93,99.87,11,9877,99.42,9935,100,99.76,0,5,100,5,99.97,99.94,11,25521,99.89,25550,99.97,99.97,99.83,0,72,98.63,73,99.94,64,85788,99.84,85925,100,99.7,0,4,100,4,100,99.86,0,50,98.04,99.95,99.87,1,475,99.58,477,51,99.97,99.94,19,33121,99.84,33175,100,99.95,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.94,0,48,100,48,99.93,99.9,2,1799,98.52,1826,99.94,99.81,2,894,99.78,896,99.9,99.9,1,250,100,250,99.72,99.75,18,3332,97.51,3417,100,100,0,4,100,4
GCA_42029915.1,GCA_042029915.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042029915.1_mapping_stats.mapping_stats.txt,99.95,99.81,2,325,77.38,420,99.65,99.14,2,153,64.56,237,99.91,99.88,2,1089,99.82,1091,100,99.95,0,7,36.84,19,99.78,99.83,850,181789,98.91,183790,99.99,99.92,2,1749,99.32,1761,99.87,99.86,5,2105,99.43,2117,100,99.94,0,103,99.04,104,99.95,99.95,15,20510,99.8,20552,99.95,99.88,7,9891,99.56,9935,99.98,99.81,0,5,100,5,99.98,99.94,7,25516,99.87,25550,99.97,99.9,99.74,0,73,100,73,99.94,54,85776,99.83,85925,100,99.88,0,4,100,4,100,98.71,1,50,98.04,99.99,99.89,0,476,99.79,477,51,99.97,99.94,16,33119,99.83,33175,100,99.7,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.94,0,47,97.92,48,99.92,99.9,2,1810,99.12,1826,99.94,99.83,2,896,100,896,99.75,99.88,1,249,99.6,250,99.66,99.73,25,3352,98.1,3417,100,99.72,0,4,100,4
GCA_42028795.1,GCA_042028795.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042028795.1_mapping_stats.mapping_stats.txt,99.95,99.8,2,346,82.38,420,99.84,99.77,1,210,88.61,237,99.93,99.87,1,1105,99.82,1107,100,99.93,0,7,36.84,19,99.88,99.86,484,185128,98.96,187074,99.99,99.92,1,1861,99.15,1877,99.97,99.89,2,2195,99.37,2209,100,99.93,0,102,100,102,99.96,99.94,25,21070,99.73,21126,99.96,99.88,9,10461,99.55,10508,100,99.86,0,5,100,5,99.99,99.94,10,26267,99.81,26318,99.96,99.96,99.86,0,73,98.65,74,99.93,73,88866,99.77,89075,100,99.8,0,4,100,4,99.97,99.79,0,53,100,99.93,99.85,1,488,99.8,489,53,99.92,99.92,38,33955,99.78,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.95,0,48,97.96,49,99.94,99.89,2,1876,99.1,1893,99.94,99.81,2,938,99.89,939,99.69,99.88,2,258,99.61,259,99.74,99.69,22,3223,97.28,3313,100,99.72,0,4,100,4
GCA_42028645.1,GCA_042028645.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042028645.1_mapping_stats.mapping_stats.txt,99.92,99.76,6,391,93.1,420,99.87,99.44,2,227,95.78,237,99.94,99.88,1,1089,99.82,1091,100,99.97,0,7,36.84,19,99.85,99.85,726,181970,99.01,183790,99.99,99.91,2,1745,99.09,1761,99.95,99.88,1,2107,99.53,2117,100,99.94,0,104,100,104,99.94,99.94,17,20514,99.82,20552,99.94,99.87,8,9880,99.45,9935,100,99.74,0,5,100,5,99.97,99.94,17,25512,99.85,25550,99.96,99.95,99.69,1,73,100,73,99.93,75,85734,99.78,85925,99.86,99.77,0,4,100,4,99.97,98.74,1,50,98.04,99.99,99.89,0,476,99.79,477,51,99.94,99.93,33,33112,99.81,33175,100,99.91,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.91,0,48,100,48,99.93,99.89,1,1804,98.8,1826,99.95,99.82,2,895,99.89,896,99.73,99.88,1,249,99.6,250,99.62,99.72,24,3343,97.83,3417,100,99.72,0,4,100,4
GCA_42027595.1,GCA_042027595.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042027595.1_mapping_stats.mapping_stats.txt,99.86,99.64,5,397,94.52,420,99.78,99.39,2,229,96.62,237,99.94,99.87,1,1104,99.73,1107,100,99.95,0,7,36.84,19,99.71,99.76,1136,184672,98.72,187074,99.95,99.91,3,1863,99.25,1877,99.91,99.87,2,2195,99.37,2209,100,99.93,0,102,100,102,99.95,99.94,18,21084,99.8,21126,99.95,99.88,10,10447,99.42,10508,100,99.79,0,5,100,5,99.97,99.93,16,26271,99.82,26318,99.97,99.96,99.72,1,74,100,74,99.94,58,88849,99.75,89075,99.86,99.71,0,4,100,4,100,99.84,0,52,98.11,99.98,99.9,0,487,99.59,489,53,99.94,99.92,32,33966,99.81,34029,100,99.76,0,8,100,8,99.73,99.19,0,5,100,5,98.49,98.98,0,1,100,1,100,99.93,0,49,100,49,99.95,99.89,1,1869,98.73,1893,99.94,99.83,2,936,99.68,939,99.69,99.88,2,258,99.61,259,99.66,99.68,24,3229,97.46,3313,100,100,0,4,100,4
GCA_42028275.1,GCA_042028275.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042028275.1_mapping_stats.mapping_stats.txt,99.75,99.79,2,360,85.71,420,99.95,99.81,0,221,93.25,237,99.92,99.86,1,1101,99.46,1107,100,99.9,0,7,36.84,19,99.87,99.84,593,184459,98.6,187074,99.99,99.92,2,1865,99.36,1877,99.95,99.88,1,2192,99.23,2209,100,99.94,0,102,100,102,99.96,99.93,28,21096,99.86,21126,99.94,99.85,9,10440,99.35,10508,100,99.79,0,5,100,5,99.97,99.93,18,26282,99.86,26318,99.96,99.97,99.81,0,74,100,74,99.92,84,88898,99.8,89075,100,99.79,0,3,75,4,100,99.87,0,52,98.11,99.94,99.87,0,486,99.39,489,53,99.91,99.9,48,33962,99.8,34029,100,99.92,0,8,100,8,100,100,0,5,100,5,98.49,98.98,0,1,100,1,100,99.88,0,49,100,49,99.94,99.87,1,1880,99.31,1893,99.95,99.81,2,937,99.79,939,99.98,99.87,0,258,99.61,259,99.55,99.58,29,3242,97.86,3313,100,100,0,4,100,4
GCA_42027505.1,GCA_042027505.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042027505.1_mapping_stats.mapping_stats.txt,99.14,99.16,7,387,92.14,420,99.87,99.4,2,216,91.14,237,99.94,99.88,1,1105,99.82,1107,99.95,99.93,0,7,36.84,19,99.87,99.86,563,185402,99.11,187074,99.99,99.92,1,1865,99.36,1877,99.98,99.9,0,2202,99.68,2209,100,99.95,0,102,100,102,99.95,99.94,15,21090,99.83,21126,99.94,99.87,7,10434,99.3,10508,100,99.85,0,5,100,5,99.97,99.94,14,26278,99.85,26318,99.96,99.91,99.85,0,73,98.65,74,99.93,98,88910,99.81,89075,100,99.96,0,4,100,4,99.97,99.83,0,53,100,99.98,99.88,0,488,99.8,489,53,99.94,99.93,30,34003,99.92,34029,100,99.91,0,8,100,8,100,99.87,0,5,100,5,98.51,98.99,0,1,100,1,100,99.94,0,49,100,49,99.93,99.89,2,1870,98.78,1893,99.95,99.82,2,937,99.79,939,99.68,99.89,2,258,99.61,259,99.75,99.7,19,3224,97.31,3313,100,100,0,4,100,4
GCA_42028705.1,GCA_042028705.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_042028705.1/GCA_042028705.1_mapping_stats.mapping_stats.txt,99.98,99.76,3,374,89.05,420,99.86,99.38,2,222,93.67,237,99.92,99.88,1,1103,99.64,1107,100,99.98,0,7,36.84,19,99.86,99.86,636,184558,98.66,187074,99.98,99.92,1,1862,99.2,1877,99.93,99.86,3,2194,99.32,2209,100,99.94,0,102,100,102,99.95,99.94,17,21090,99.83,21126,99.93,99.87,13,10450,99.45,10508,100,99.82,0,5,100,5,99.98,99.94,11,26294,99.91,26318,99.96,99.97,99.87,0,74,100,74,99.93,61,88920,99.83,89075,99.86,99.79,0,4,100,4,99.97,99.74,0,52,98.11,99.97,99.89,0,487,99.59,489,53,99.96,99.92,30,33978,99.85,34029,100,99.91,0,8,100,8,100,100,0,5,100,5,98.5,98.98,0,1,100,1,100,99.96,0,49,100,49,99.93,99.89,2,1875,99.05,1893,99.94,99.84,2,938,99.89,939,99.91,99.88,1,259,100,259,99.7,99.72,23,3241,97.83,3313,100,100,0,4,100,4
GCA_42027455.1,GCA_042027455.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042027455.1_mapping_stats.mapping_stats.txt,99.94,99.78,4,395,94.05,420,99.99,99.85,0,228,96.2,237,99.95,99.88,0,1103,99.64,1107,99.95,99.96,0,7,36.84,19,99.75,99.79,974,184266,98.5,187074,99.99,99.91,1,1868,99.52,1877,99.85,99.84,4,2201,99.64,2209,100,99.94,0,101,99.02,102,99.96,99.94,12,21093,99.84,21126,99.94,99.88,10,10462,99.56,10508,100,99.81,0,5,100,5,99.98,99.94,9,26283,99.87,26318,99.96,99.88,99.79,0,74,100,74,99.94,55,88923,99.83,89075,100,99.9,0,3,75,4,100,99.88,0,52,98.11,99.99,99.91,0,489,100,489,53,99.95,99.93,22,33993,99.89,34029,100,99.95,0,8,100,8,100,100,0,5,100,5,100,100,0,1,100,1,100,99.96,0,49,100,49,99.93,99.91,2,1872,98.89,1893,99.97,99.87,1,939,100,939,99.95,99.89,0,259,100,259,99.6,99.64,28,3250,98.1,3313,100,100,0,4,100,4
GCA_42030215.1,GCA_042030215.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042030215.1_mapping_stats.mapping_stats.txt,99.97,99.8,1,361,85.95,420,99.75,99.29,2,217,91.56,237,99.94,99.88,0,1086,99.54,1091,99.95,99.94,0,7,36.84,19,99.75,99.76,998,181551,98.78,183790,99.99,99.91,1,1756,99.72,1761,99.95,99.89,2,2107,99.53,2117,100,99.94,0,104,100,104,99.98,99.94,12,20514,99.82,20552,99.94,99.87,11,9888,99.53,9935,100,99.85,0,5,100,5,99.98,99.94,8,25504,99.82,25550,99.96,99.99,99.87,0,73,100,73,99.93,57,85697,99.73,85925,100,99.9,0,4,100,4,99.97,99.82,0,49,96.08,99.81,99.89,2,476,99.79,477,51,99.95,99.93,15,33087,99.73,33175,100,99.88,0,8,100,8,99.47,96.99,1,5,100,5,100,99.5,0,1,100,1,100,99.94,0,47,97.92,48,99.93,99.87,3,1795,98.3,1826,99.94,99.83,2,895,99.89,896,99.9,99.87,1,249,99.6,250,99.67,99.72,29,3361,98.36,3417,100,100,0,4,100,4
GCA_42030135.1,GCA_042030135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042030135.1_mapping_stats.mapping_stats.txt,99.64,99.59,5,395,94.05,420,99.54,99.19,3,230,97.05,237,99.95,99.88,0,1089,99.82,1091,99.95,99.93,0,7,36.84,19,99.83,99.85,742,181544,98.78,183790,99.98,99.89,2,1751,99.43,1761,99.9,99.83,3,2101,99.24,2117,100,99.95,0,104,100,104,99.95,99.94,14,20514,99.82,20552,99.94,99.88,8,9887,99.52,9935,100,99.83,0,5,100,5,99.98,99.93,6,25527,99.91,25550,99.97,99.97,99.86,0,72,98.63,73,99.93,59,85746,99.79,85925,100,99.92,0,4,100,4,100,98.75,1,51,100,99.8,99.89,1,476,99.79,477,51,99.95,99.92,28,33120,99.83,33175,100,99.71,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.94,0,47,97.92,48,99.93,99.9,3,1805,98.85,1826,99.94,99.83,2,894,99.78,896,99.88,99.86,1,250,100,250,99.66,99.73,24,3336,97.63,3417,100,100,0,4,100,4
GCA_42030125.1,GCA_042030125.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_042030125.1/GCA_042030125.1_mapping_stats.mapping_stats.txt,99.99,99.85,0,321,76.43,420,99.83,99.14,2,150,63.29,237,99.89,99.87,2,1088,99.73,1091,99.95,99.93,0,7,36.84,19,99.88,99.85,505,181472,98.74,183790,99.98,99.92,2,1751,99.43,1761,99.95,99.9,2,2104,99.39,2117,100,99.95,0,104,100,104,99.95,99.95,19,20511,99.8,20552,99.96,99.88,6,9871,99.36,9935,100,99.84,0,5,100,5,99.99,99.94,4,25510,99.84,25550,99.96,99.98,99.72,1,70,95.89,73,99.94,53,85709,99.75,85925,99.86,99.86,0,4,100,4,100,99.82,0,49,96.08,99.99,99.89,0,475,99.58,477,51,99.95,99.93,28,33120,99.83,33175,100,99.92,0,8,100,8,100,100,0,5,100,5,99.5,99.5,0,1,100,1,100,99.99,0,48,100,48,99.94,99.9,1,1805,98.85,1826,99.94,99.82,2,895,99.89,896,99.9,99.86,1,250,100,250,99.72,99.7,22,3347,97.95,3417,100,100,0,4,100,4
