genbank_accession,file,path,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_mapped,TEC_percentage,TEC_total,artifact_mapped,artifact_percentage,artifact_total,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_42076715.1,GCA_042076715.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/v2_missing_stats/GCA_042076715.1_mapping_stats.mapping_stats.txt,345,83.94,411,203,85.65,237,1015,99.71,1018,8,42.11,19,34411,99.5,34584,1855,98.83,1877,2196,99.41,2209,10442,99.38,10507,19297,99.57,19381,3,75,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,933,99.36,939,259,100,259,3209,96.92,3311,4,100,4
GCA_42077465.1,GCA_042077465.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077465.1/GCA_042077465.1_mapping_stats.mapping_stats.txt,363,88.32,411,220,92.83,237,1015,99.71,1018,8,42.11,19,34439,99.58,34584,1863,99.25,1877,2199,99.55,2209,10443,99.39,10507,19313,99.65,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1880,99.31,1893,939,100,939,258,99.61,259,3249,98.13,3311,4,100,4
GCA_42077425.1,GCA_042077425.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077425.1/GCA_042077425.1_mapping_stats.mapping_stats.txt,389,94.65,411,229,96.62,237,1012,99.41,1018,10,52.63,19,34354,99.33,34584,1863,99.25,1877,2200,99.59,2209,10432,99.29,10507,19271,99.43,19381,3,75,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,935,99.57,939,258,99.61,259,3207,96.86,3311,4,100,4
GCA_42076685.1,GCA_042076685.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042076685.1/GCA_042076685.1_mapping_stats.mapping_stats.txt,398,96.84,411,231,97.47,237,1016,99.8,1018,7,36.84,19,34405,99.48,34584,1868,99.52,1877,2191,99.19,2209,10455,99.51,10507,19308,99.62,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,936,99.68,939,259,100,259,3220,97.25,3311,4,100,4
GCA_42077345.1,GCA_042077345.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077345.1/GCA_042077345.1_mapping_stats.mapping_stats.txt,334,81.27,411,210,88.61,237,1016,99.8,1018,7,36.84,19,34435,99.57,34584,1860,99.09,1877,2197,99.46,2209,10445,99.41,10507,19322,99.7,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1882,99.42,1893,938,99.89,939,257,99.23,259,3240,97.86,3311,4,100,4
GCA_42077155.1,GCA_042077155.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077155.1/GCA_042077155.1_mapping_stats.mapping_stats.txt,340,82.73,411,210,88.61,237,1016,99.8,1018,7,36.84,19,34420,99.53,34584,1864,99.31,1877,2198,99.5,2209,10453,99.49,10507,19309,99.63,19381,4,100,4,51,96.23,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1883,99.47,1893,938,99.89,939,258,99.61,259,3250,98.16,3311,4,100,4
GCA_42077335.1,GCA_042077335.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077335.1/GCA_042077335.1_mapping_stats.mapping_stats.txt,356,86.62,411,211,89.03,237,1014,99.61,1018,7,36.84,19,34406,99.49,34584,1863,99.25,1877,2194,99.32,2209,10445,99.41,10507,19301,99.59,19381,4,100,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1871,98.84,1893,937,99.79,939,259,100,259,3211,96.98,3311,4,100,4
GCA_42077305.1,GCA_042077305.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077305.1/GCA_042077305.1_mapping_stats.mapping_stats.txt,397,96.59,411,232,97.89,237,1013,99.51,1018,7,36.84,19,34409,99.49,34584,1866,99.41,1877,2196,99.41,2209,10453,99.49,10507,19300,99.58,19381,4,100,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1875,99.05,1893,938,99.89,939,259,100,259,3220,97.25,3311,4,100,4
GCA_42077325.1,GCA_042077325.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077325.1/GCA_042077325.1_mapping_stats.mapping_stats.txt,387,94.16,411,226,95.36,237,1013,99.51,1018,7,36.84,19,34387,99.43,34584,1863,99.25,1877,2197,99.46,2209,10402,99,10507,19301,99.59,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,936,99.68,939,259,100,259,3211,96.98,3311,4,100,4
GCA_42077285.1,GCA_042077285.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077285.1/GCA_042077285.1_mapping_stats.mapping_stats.txt,362,88.08,411,229,96.62,237,1017,99.9,1018,7,36.84,19,34427,99.55,34584,1860,99.09,1877,2198,99.5,2209,10443,99.39,10507,19320,99.69,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1877,99.15,1893,938,99.89,939,259,100,259,3242,97.92,3311,4,100,4
GCA_42077165.1,GCA_042077165.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077165.1/GCA_042077165.1_mapping_stats.mapping_stats.txt,372,90.51,411,229,96.62,237,1017,99.9,1018,7,36.84,19,34436,99.57,34584,1871,99.68,1877,2194,99.32,2209,10461,99.56,10507,19317,99.67,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,4,80,5,1,100,1,49,100,49,1879,99.26,1893,936,99.68,939,258,99.61,259,3241,97.89,3311,4,100,4
GCA_42077135.1,GCA_042077135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077135.1/GCA_042077135.1_mapping_stats.mapping_stats.txt,358,87.1,411,211,89.03,237,1016,99.8,1018,7,36.84,19,34395,99.45,34584,1864,99.31,1877,2194,99.32,2209,10436,99.32,10507,19292,99.54,19381,4,100,4,52,98.11,486,99.39,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1883,99.47,1893,937,99.79,939,258,99.61,259,3219,97.22,3311,4,100,4
GCA_42076705.1,GCA_042076705.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042076705.1/GCA_042076705.1_mapping_stats.mapping_stats.txt,323,78.59,411,196,82.7,237,1017,99.9,1018,10,52.63,19,34420,99.53,34584,1866,99.41,1877,2198,99.5,2209,10455,99.51,10507,19303,99.6,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,934,99.47,939,259,100,259,3232,97.61,3311,4,100,4
GCA_42076885.1,GCA_042076885.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042076885.1/GCA_042076885.1_mapping_stats.mapping_stats.txt,378,91.97,411,230,97.05,237,1016,99.8,1018,7,36.84,19,34410,99.5,34584,1868,99.52,1877,2196,99.41,2209,10445,99.41,10507,19306,99.61,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,938,99.89,939,258,99.61,259,3229,97.52,3311,4,100,4
GCA_42077145.1,GCA_042077145.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077145.1/GCA_042077145.1_mapping_stats.mapping_stats.txt,390,94.89,411,232,97.89,237,1015,99.71,1018,10,52.63,19,34433,99.56,34584,1870,99.63,1877,2189,99.09,2209,10449,99.45,10507,19293,99.55,19381,4,100,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1873,98.94,1893,935,99.57,939,259,100,259,3232,97.61,3311,4,100,4
GCA_42076875.1,GCA_042076875.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042076875.1/GCA_042076875.1_mapping_stats.mapping_stats.txt,362,88.08,411,221,93.25,237,1017,99.9,1018,7,36.84,19,34457,99.63,34584,1869,99.57,1877,2201,99.64,2209,10457,99.52,10507,19312,99.64,19381,3,75,4,50,94.34,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,938,99.89,939,258,99.61,259,3254,98.28,3311,3,75,4
GCA_42076865.1,GCA_042076865.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042076865.1/GCA_042076865.1_mapping_stats.mapping_stats.txt,380,92.46,411,231,97.47,237,1017,99.9,1018,7,36.84,19,34418,99.52,34584,1862,99.2,1877,2202,99.68,2209,10450,99.46,10507,19302,99.59,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,937,99.79,939,258,99.61,259,3223,97.34,3311,4,100,4
GCA_42077185.1,GCA_042077185.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/ftricomi//hprc/hprc2_gb67/GCA_042077185.1/GCA_042077185.1_mapping_stats.mapping_stats.txt,359,87.35,411,219,92.41,237,1018,100,1018,7,36.84,19,34412,99.5,34584,1867,99.47,1877,2196,99.41,2209,10453,99.49,10507,19300,99.58,19381,3,75,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,938,99.89,939,258,99.61,259,3230,97.55,3311,3,75,4
GCA_46043145.1,GCA_046043145.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_046043145.1/GCA_046043145.1_mapping_stats.mapping_stats.txt,393,95.62,411,227,95.78,237,1010,99.21,1018,7,36.84,19,34346,99.31,34584,1858,98.99,1877,2198,99.5,2209,10436,99.32,10507,19268,99.42,19381,4,100,4,51,96.23,485,99.18,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1865,98.52,1893,937,99.79,939,258,99.61,259,3204,96.77,3311,4,100,4
GCA_45524175.1,GCA_045524175.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_045524175.1/GCA_045524175.1_mapping_stats.mapping_stats.txt,346,84.18,411,207,87.34,237,1015,99.71,1018,7,36.84,19,34438,99.58,34584,1860,99.09,1877,2194,99.32,2209,10451,99.47,10507,19317,99.67,19381,3,75,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,937,99.79,939,259,100,259,3239,97.83,3311,4,100,4
GCA_45524615.1,GCA_045524615.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_045524615.1/GCA_045524615.1_mapping_stats.mapping_stats.txt,364,88.56,411,221,93.25,237,1016,99.8,1018,7,36.84,19,34433,99.56,34584,1860,99.09,1877,2191,99.19,2209,10445,99.41,10507,19299,99.58,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1879,99.26,1893,936,99.68,939,259,100,259,3226,97.43,3311,4,100,4
GCA_45524165.1,GCA_045524165.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_045524165.1/GCA_045524165.1_mapping_stats.mapping_stats.txt,329,80.05,411,184,77.64,237,1016,99.8,1018,7,36.84,19,34394,99.45,34584,1868,99.52,1877,2193,99.28,2209,10416,99.13,10507,19295,99.56,19381,3,75,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1873,98.94,1893,936,99.68,939,258,99.61,259,3220,97.25,3311,4,100,4
GCA_45524515.1,GCA_045524515.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_045524515.1/GCA_045524515.1_mapping_stats.mapping_stats.txt,359,87.35,411,225,94.94,237,1016,99.8,1018,7,36.84,19,34426,99.54,34584,1859,99.04,1877,2199,99.55,2209,10453,99.49,10507,19309,99.63,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1877,99.15,1893,936,99.68,939,259,100,259,3234,97.67,3311,4,100,4
GCA_45524135.1,GCA_045524135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_045524135.1/GCA_045524135.1_mapping_stats.mapping_stats.txt,341,82.97,411,206,86.92,237,1014,99.61,1018,7,36.84,19,34412,99.5,34584,1862,99.2,1877,2195,99.37,2209,10452,99.48,10507,19318,99.67,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1877,99.15,1893,937,99.79,939,259,100,259,3238,97.8,3311,4,100,4
GCA_18504365.2,GCA_018504365.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018504365.2/GCA_018504365.2_mapping_stats.mapping_stats.txt,396,96.35,411,224,94.51,237,1015,99.71,1018,7,36.84,19,34416,99.51,34584,1865,99.36,1877,2190,99.14,2209,10450,99.46,10507,19285,99.5,19381,3,75,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1879,99.26,1893,936,99.68,939,258,99.61,259,3211,96.98,3311,4,100,4
GCA_18506125.2,GCA_018506125.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018506125.2/GCA_018506125.2_mapping_stats.mapping_stats.txt,385,93.67,411,233,98.31,237,1013,99.51,1018,7,36.84,19,34426,99.54,34584,1864,99.31,1877,2194,99.32,2209,10449,99.45,10507,19310,99.63,19381,3,75,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1882,99.42,1893,935,99.57,939,258,99.61,259,3210,96.95,3311,4,100,4
GCA_18504085.2,GCA_018504085.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018504085.2/GCA_018504085.2_mapping_stats.mapping_stats.txt,383,93.19,411,231,97.47,237,1018,100,1018,7,36.84,19,34440,99.58,34584,1868,99.52,1877,2198,99.5,2209,10456,99.51,10507,19310,99.63,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,936,99.68,939,259,100,259,3242,97.92,3311,4,100,4
GCA_18505825.2,GCA_018505825.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018505825.2/GCA_018505825.2_mapping_stats.mapping_stats.txt,386,93.92,411,227,95.78,237,1016,99.8,1018,7,36.84,19,34421,99.53,34584,1866,99.41,1877,2194,99.32,2209,10446,99.42,10507,19313,99.65,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,937,99.79,939,259,100,259,3248,98.1,3311,4,100,4
GCA_18504065.2,GCA_018504065.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018504065.2/GCA_018504065.2_mapping_stats.mapping_stats.txt,378,91.97,411,221,93.25,237,1016,99.8,1018,7,36.84,19,34398,99.46,34584,1866,99.41,1877,2196,99.41,2209,10440,99.36,10507,19287,99.51,19381,4,100,4,51,96.23,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1877,99.15,1893,939,100,939,259,100,259,3232,97.61,3311,4,100,4
GCA_18503585.2,GCA_018503585.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018503585.2/GCA_018503585.2_mapping_stats.mapping_stats.txt,393,95.62,411,233,98.31,237,1015,99.71,1018,7,36.84,19,34433,99.56,34584,1865,99.36,1877,2191,99.19,2209,10447,99.43,10507,19303,99.6,19381,4,100,4,53,100,487,99.59,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1876,99.1,1893,934,99.47,939,259,100,259,3232,97.61,3311,4,100,4
GCA_18506165.2,GCA_018506165.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018506165.2/GCA_018506165.2_mapping_stats.mapping_stats.txt,375,91.24,411,231,97.47,237,1013,99.51,1018,7,36.84,19,34405,99.48,34584,1865,99.36,1877,2193,99.28,2209,10442,99.38,10507,19310,99.63,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1881,99.37,1893,936,99.68,939,258,99.61,259,3225,97.4,3311,4,100,4
GCA_18503525.2,GCA_018503525.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018503525.2/GCA_018503525.2_mapping_stats.mapping_stats.txt,335,81.51,411,217,91.56,237,1013,99.51,1018,7,36.84,19,34430,99.55,34584,1861,99.15,1877,2188,99.05,2209,10438,99.34,10507,19300,99.58,19381,4,100,4,51,96.23,486,99.39,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1878,99.21,1893,937,99.79,939,258,99.61,259,3220,97.25,3311,4,100,4
GCA_18503255.2,GCA_018503255.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018503255.2/GCA_018503255.2_mapping_stats.mapping_stats.txt,337,82,411,220,92.83,237,1016,99.8,1018,7,36.84,19,34443,99.59,34584,1864,99.31,1877,2194,99.32,2209,10446,99.42,10507,19307,99.62,19381,4,100,4,51,96.23,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,938,99.89,939,258,99.61,259,3231,97.58,3311,4,100,4
GCA_18504635.2,GCA_018504635.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018504635.2/GCA_018504635.2_mapping_stats.mapping_stats.txt,365,88.81,411,225,94.94,237,1017,99.9,1018,7,36.84,19,34433,99.56,34584,1865,99.36,1877,2198,99.5,2209,10445,99.41,10507,19309,99.63,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,939,100,939,258,99.61,259,3218,97.19,3311,4,100,4
GCA_18504655.2,GCA_018504655.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018504655.2/GCA_018504655.2_mapping_stats.mapping_stats.txt,384,93.43,411,228,96.2,237,1016,99.8,1018,7,36.84,19,34443,99.59,34584,1865,99.36,1877,2201,99.64,2209,10438,99.34,10507,19315,99.66,19381,4,100,4,51,96.23,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1871,98.84,1893,937,99.79,939,259,100,259,3237,97.77,3311,4,100,4
GCA_18506975.2,GCA_018506975.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018506975.2/GCA_018506975.2_mapping_stats.mapping_stats.txt,360,87.59,411,223,94.09,237,1016,99.8,1018,7,36.84,19,34423,99.53,34584,1866,99.41,1877,2192,99.23,2209,10439,99.35,10507,19313,99.65,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1877,99.15,1893,938,99.89,939,259,100,259,3233,97.64,3311,4,100,4
GCA_18504375.2,GCA_018504375.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018504375.2/GCA_018504375.2_mapping_stats.mapping_stats.txt,363,88.32,411,215,90.72,237,1017,99.9,1018,7,36.84,19,34411,99.5,34584,1864,99.31,1877,2192,99.23,2209,10430,99.27,10507,19296,99.56,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,937,99.79,939,258,99.61,259,3215,97.1,3311,4,100,4
GCA_18503275.2,GCA_018503275.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018503275.2/GCA_018503275.2_mapping_stats.mapping_stats.txt,363,88.32,411,225,94.94,237,1015,99.71,1018,7,36.84,19,34438,99.58,34584,1861,99.15,1877,2195,99.37,2209,10447,99.43,10507,19305,99.61,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1873,98.94,1893,937,99.79,939,258,99.61,259,3240,97.86,3311,4,100,4
GCA_18506965.2,GCA_018506965.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_018506965.2/GCA_018506965.2_mapping_stats.mapping_stats.txt,357,86.86,411,208,87.76,237,1016,99.8,1018,7,36.84,19,34416,99.51,34584,1866,99.41,1877,2195,99.37,2209,10447,99.43,10507,19298,99.57,19381,4,100,4,51,96.23,486,99.39,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,937,99.79,939,259,100,259,3225,97.4,3311,4,100,4
GCA_44164745.1,GCA_044164745.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044164745.1/GCA_044164745.1_mapping_stats.mapping_stats.txt,391,95.13,411,231,97.47,237,1014,99.61,1018,7,36.84,19,34430,99.55,34584,1872,99.73,1877,2197,99.46,2209,10457,99.52,10507,19309,99.63,19381,3,75,4,49,92.45,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1877,99.15,1893,939,100,939,257,99.23,259,3234,97.67,3311,4,100,4
GCA_44165735.1,GCA_044165735.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044165735.1/GCA_044165735.1_mapping_stats.mapping_stats.txt,327,79.56,411,161,67.93,237,1017,99.9,1018,7,36.84,19,34425,99.54,34584,1868,99.52,1877,2187,99,2209,10445,99.41,10507,19304,99.6,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1876,99.1,1893,939,100,939,257,99.23,259,3237,97.77,3311,4,100,4
GCA_44166835.1,GCA_044166835.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044166835.1/GCA_044166835.1_mapping_stats.mapping_stats.txt,390,94.89,411,226,95.36,237,1015,99.71,1018,8,42.11,19,34457,99.63,34584,1873,99.79,1877,2194,99.32,2209,10438,99.34,10507,19297,99.57,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,938,99.89,939,259,100,259,3245,98.01,3311,4,100,4
GCA_44166665.1,GCA_044166665.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044166665.1/GCA_044166665.1_mapping_stats.mapping_stats.txt,401,97.57,411,232,97.89,237,1016,99.8,1018,8,42.11,19,34427,99.55,34584,1869,99.57,1877,2189,99.09,2209,10451,99.47,10507,19280,99.48,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1879,99.26,1893,937,99.79,939,259,100,259,3222,97.31,3311,4,100,4
GCA_44166465.1,GCA_044166465.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb23_production/GCA_044166465.1/GCA_044166465.1_mapping_stats.mapping_stats.txt,376,91.48,411,228,96.2,237,1018,100,1018,7,36.84,19,34425,99.54,34584,1870,99.63,1877,2191,99.19,2209,10450,99.46,10507,19302,99.59,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,938,99.89,939,258,99.61,259,3240,97.86,3311,4,100,4
GCA_44166845.1,GCA_044166845.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166845.1/GCA_044166845.1_mapping_stats.mapping_stats.txt,393,95.62,411,232,97.89,237,1018,100,1018,7,36.84,19,34448,99.61,34584,1865,99.36,1877,2196,99.41,2209,10466,99.61,10507,19329,99.73,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1873,98.94,1893,938,99.89,939,259,100,259,3260,98.46,3311,4,100,4
GCA_44167285.1,GCA_044167285.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044167285.1/GCA_044167285.1_mapping_stats.mapping_stats.txt,398,96.84,411,222,93.67,237,1017,99.9,1018,7,36.84,19,34454,99.62,34584,1870,99.63,1877,2194,99.32,2209,10456,99.51,10507,19319,99.68,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1868,98.68,1893,939,100,939,258,99.61,259,3243,97.95,3311,3,75,4
